,stamp,lon,lat,speed
33638,2021-11-07 17:42:06.840,,,0.442
33639,2021-11-07 17:42:06.880,,,0.45
33640,2021-11-07 17:42:06.920,,,0.466
33641,2021-11-07 17:42:06.960,,,0.493
33642,2021-11-07 17:42:07.000,,,0.534
33643,2021-11-07 17:42:07.040,,,0.549
33644,2021-11-07 17:42:07.160,,,0.515
33645,2021-11-07 17:42:07.200,,,0.491
33646,2021-11-07 17:42:07.240,,,0.474
33647,2021-11-07 17:42:07.280,,,0.474
33648,2021-11-07 17:42:07.320,,,0.48
33649,2021-11-07 17:42:07.360,,,0.497
33650,2021-11-07 17:42:07.400,,,0.511
33651,2021-11-07 17:42:07.440,,,0.54
33652,2021-11-07 17:42:07.480,,,0.554
33653,2021-11-07 17:42:07.520,,,0.582
33654,2021-11-07 17:42:07.560,,,0.607
33655,2021-11-07 17:42:07.600,,,0.63
33656,2021-11-07 17:42:07.640,,,0.668
33657,2021-11-07 17:42:07.680,,,0.705
33658,2021-11-07 17:42:07.720,,,0.749
33659,2021-11-07 17:42:07.760,,,0.795
33660,2021-11-07 17:42:07.800,,,0.841
33661,2021-11-07 17:42:07.840,,,0.878
33662,2021-11-07 17:42:07.880,,,0.915
33663,2021-11-07 17:42:07.920,,,0.953
33664,2021-11-07 17:42:07.960,,,0.998
33665,2021-11-07 17:42:08.000,,,0.975
33666,2021-11-07 17:42:08.040,,,0.962
33667,2021-11-07 17:42:08.080,,,0.959
33668,2021-11-07 17:42:08.120,,,0.935
33669,2021-11-07 17:42:08.160,,,0.913
33670,2021-11-07 17:42:08.200,,,0.906
33671,2021-11-07 17:42:08.240,,,0.896
33672,2021-11-07 17:42:08.280,,,0.897
33673,2021-11-07 17:42:08.320,,,0.892
33674,2021-11-07 17:42:08.360,,,0.883
33675,2021-11-07 17:42:08.400,,,0.9
33676,2021-11-07 17:42:08.440,,,0.947
33677,2021-11-07 17:42:08.480,,,0.928
33678,2021-11-07 17:42:08.520,,,0.901
33679,2021-11-07 17:42:08.560,,,0.757
33680,2021-11-07 17:42:08.600,,,0.78
33681,2021-11-07 17:42:08.640,,,0.843
33682,2021-11-07 17:42:08.680,,,0.939
33683,2021-11-07 17:42:08.720,,,0.983
33684,2021-11-07 17:42:08.760,,,0.999
33685,2021-11-07 17:42:08.800,,,0.991
33686,2021-11-07 17:42:08.840,,,0.975
33687,2021-11-07 17:42:08.880,,,0.955
33688,2021-11-07 17:42:08.920,,,0.96
33689,2021-11-07 17:42:08.960,,,0.944
33690,2021-11-07 17:42:09.000,,,0.925
33691,2021-11-07 17:42:09.040,,,0.913
33692,2021-11-07 17:42:09.080,,,0.903
33693,2021-11-07 17:42:09.120,,,0.893
33694,2021-11-07 17:42:09.160,,,0.884
33695,2021-11-07 17:42:09.200,,,0.875
33696,2021-11-07 17:42:09.240,,,0.868
33697,2021-11-07 17:42:09.280,,,0.867
33698,2021-11-07 17:42:09.320,,,0.864
33699,2021-11-07 17:42:09.360,,,0.86
33700,2021-11-07 17:42:09.400,,,0.855
33701,2021-11-07 17:42:09.440,,,0.865
33702,2021-11-07 17:42:09.480,,,0.884
33703,2021-11-07 17:42:09.520,,,0.904
33704,2021-11-07 17:42:09.560,,,0.925
33705,2021-11-07 17:42:09.600,,,0.941
33706,2021-11-07 17:42:09.640,,,0.957
33707,2021-11-07 17:42:09.680,,,0.975
33708,2021-11-07 17:42:09.720,,,0.99
33709,2021-11-07 17:42:09.760,,,0.984
33710,2021-11-07 17:42:09.800,,,0.97
33711,2021-11-07 17:42:09.840,,,0.955
33712,2021-11-07 17:42:09.880,,,0.968
33713,2021-11-07 17:42:09.920,,,1.005
33714,2021-11-07 17:42:09.960,,,1.022
33715,2021-11-07 17:42:10.000,,,1.01
33716,2021-11-07 17:42:10.040,,,0.997
33717,2021-11-07 17:42:10.080,,,0.996
33718,2021-11-07 17:42:10.120,,,0.969
33719,2021-11-07 17:42:10.160,,,0.96
33720,2021-11-07 17:42:10.200,,,0.941
33721,2021-11-07 17:42:10.240,,,0.938
33722,2021-11-07 17:42:10.280,,,0.935
33723,2021-11-07 17:42:10.320,,,0.934
33724,2021-11-07 17:42:10.360,,,0.938
33725,2021-11-07 17:42:10.400,,,0.94
33726,2021-11-07 17:42:10.440,,,0.933
33727,2021-11-07 17:42:10.480,,,0.904
33728,2021-11-07 17:42:10.520,,,0.869
33729,2021-11-07 17:42:10.560,,,0.833
33730,2021-11-07 17:42:10.600,,,0.796
33731,2021-11-07 17:42:10.640,,,0.76
33732,2021-11-07 17:42:10.680,,,0.725
33733,2021-11-07 17:42:10.720,,,0.673
33734,2021-11-07 17:42:10.760,,,0.665
33735,2021-11-07 17:42:10.800,,,0.659
33736,2021-11-07 17:42:10.840,,,0.651
33737,2021-11-07 17:42:10.880,,,0.631
33738,2021-11-07 17:42:10.920,,,0.611
33739,2021-11-07 17:42:10.960,,,0.591
33740,2021-11-07 17:42:11.000,,,0.571
33741,2021-11-07 17:42:11.040,,,0.558
33742,2021-11-07 17:42:11.080,,,0.533
33743,2021-11-07 17:42:11.120,,,0.509
33744,2021-11-07 17:42:11.160,,,0.51
33745,2021-11-07 17:42:11.200,,,0.534
33746,2021-11-07 17:42:11.240,,,0.548
33747,2021-11-07 17:42:11.280,,,0.561
33748,2021-11-07 17:42:11.320,,,0.565
33749,2021-11-07 17:42:11.360,,,0.538
33750,2021-11-07 17:42:11.400,,,0.513
33751,2021-11-07 17:42:11.440,,,0.494
33752,2021-11-07 17:42:11.480,,,0.478
33753,2021-11-07 17:42:11.520,,,0.474
33754,2021-11-07 17:42:11.560,,,0.482
33755,2021-11-07 17:42:11.600,,,0.492
33756,2021-11-07 17:42:11.640,,,0.495
33757,2021-11-07 17:42:11.680,,,0.468
33758,2021-11-07 17:42:11.720,,,0.451
33759,2021-11-07 17:42:11.760,,,0.434
33760,2021-11-07 17:42:11.800,,,0.413
33761,2021-11-07 17:42:11.840,,,0.406
33762,2021-11-07 17:42:11.880,,,0.399
33763,2021-11-07 17:42:11.920,,,0.369
33764,2021-11-07 17:42:11.960,,,0.349
33765,2021-11-07 17:42:12.000,,,0.33
33766,2021-11-07 17:42:12.040,,,0.33
33767,2021-11-07 17:42:12.080,,,0.335
33768,2021-11-07 17:42:12.120,,,0.341
33769,2021-11-07 17:42:12.160,,,0.354
33770,2021-11-07 17:42:12.200,,,0.367
33771,2021-11-07 17:42:12.240,,,0.385
33772,2021-11-07 17:42:12.280,,,0.411
33773,2021-11-07 17:42:12.320,,,0.424
33774,2021-11-07 17:42:12.360,,,0.426
33775,2021-11-07 17:42:12.400,,,0.408
33776,2021-11-07 17:42:12.440,,,0.394
33777,2021-11-07 17:42:12.480,,,0.362
33778,2021-11-07 17:42:12.520,,,0.326
33779,2021-11-07 17:42:12.560,,,0.277
33780,2021-11-07 17:42:12.600,,,0.226
33781,2021-11-07 17:42:12.640,,,0.17
33782,2021-11-07 17:42:12.680,,,0.115
33783,2021-11-07 17:42:12.720,,,0.106
33784,2021-11-07 17:42:12.760,,,0.087
33785,2021-11-07 17:42:12.800,,,0.1
33786,2021-11-07 17:42:12.840,,,0.138
33787,2021-11-07 17:42:12.880,,,0.191
33788,2021-11-07 17:42:12.920,,,0.233
33789,2021-11-07 17:42:12.960,,,0.284
33790,2021-11-07 17:42:13.000,,,0.296
33791,2021-11-07 17:42:13.040,,,0.249
33792,2021-11-07 17:42:13.080,,,0.22
33793,2021-11-07 17:42:13.120,,,0.198
33794,2021-11-07 17:42:13.160,,,0.21
33795,2021-11-07 17:42:13.200,,,0.225
33796,2021-11-07 17:42:13.240,,,0.242
33797,2021-11-07 17:42:13.280,,,0.255
33798,2021-11-07 17:42:13.320,,,0.269
33799,2021-11-07 17:42:13.360,,,0.285
33800,2021-11-07 17:42:13.400,,,0.265
33801,2021-11-07 17:42:13.440,,,0.243
33802,2021-11-07 17:42:13.480,,,0.194
33803,2021-11-07 17:42:13.520,,,0.154
33804,2021-11-07 17:42:13.560,,,0.115
33805,2021-11-07 17:42:13.600,,,0.069
33806,2021-11-07 17:42:13.640,,,0.091
33807,2021-11-07 17:42:13.680,,,0.114
33808,2021-11-07 17:42:13.720,,,0.135
33809,2021-11-07 17:42:13.760,,,0.157
33810,2021-11-07 17:42:13.800,,,0.182
33811,2021-11-07 17:42:13.840,,,0.19
33812,2021-11-07 17:42:13.880,,,0.17
33813,2021-11-07 17:42:13.920,,,0.149
33814,2021-11-07 17:42:13.960,,,0.112
33815,2021-11-07 17:42:14.000,,,0.072
33816,2021-11-07 17:42:14.040,,,0.047
33817,2021-11-07 17:42:14.080,,,0.015
33818,2021-11-07 17:42:14.120,,,0.028
33819,2021-11-07 17:42:14.160,,,0.055
33820,2021-11-07 17:42:14.200,,,0.084
33821,2021-11-07 17:42:14.240,,,0.08
33822,2021-11-07 17:42:14.280,,,0.061
33823,2021-11-07 17:42:14.320,,,0.041
33824,2021-11-07 17:42:14.360,,,0.021
33825,2021-11-07 17:42:14.400,,,0.035
33826,2021-11-07 17:42:14.440,,,0.028
33827,2021-11-07 17:42:14.480,,,0.005
33828,2021-11-07 17:42:14.520,,,0.039
33829,2021-11-07 17:42:14.560,,,0.08
33830,2021-11-07 17:42:14.600,,,0.096
33831,2021-11-07 17:42:14.640,,,0.116
33832,2021-11-07 17:42:14.680,,,0.139
33833,2021-11-07 17:42:14.720,,,0.16
33834,2021-11-07 17:42:14.760,,,0.184
33835,2021-11-07 17:42:14.800,,,0.21
33836,2021-11-07 17:42:14.840,,,0.237
33837,2021-11-07 17:42:14.880,,,0.262
33838,2021-11-07 17:42:14.920,,,0.286
33839,2021-11-07 17:42:14.960,,,0.311
33840,2021-11-07 17:42:15.000,,,0.339
33841,2021-11-07 17:42:15.040,,,0.363
33842,2021-11-07 17:42:15.080,,,0.387
33843,2021-11-07 17:42:15.120,,,0.411
33844,2021-11-07 17:42:15.160,,,0.435
33845,2021-11-07 17:42:15.200,,,0.458
33846,2021-11-07 17:42:15.240,,,0.48
33847,2021-11-07 17:42:15.280,,,0.521
33848,2021-11-07 17:42:15.320,,,0.581
33849,2021-11-07 17:42:15.360,,,0.63
33850,2021-11-07 17:42:15.400,,,0.676
33851,2021-11-07 17:42:15.440,,,0.723
33852,2021-11-07 17:42:15.480,,,0.772
33853,2021-11-07 17:42:15.520,,,0.823
33854,2021-11-07 17:42:15.560,,,0.876
33855,2021-11-07 17:42:15.600,,,0.935
33856,2021-11-07 17:42:15.640,,,1.002
33857,2021-11-07 17:42:15.680,,,1.059
33858,2021-11-07 17:42:15.720,,,1.118
33859,2021-11-07 17:42:15.760,,,1.171
33860,2021-11-07 17:42:15.800,,,1.201
33861,2021-11-07 17:42:15.840,,,1.232
33862,2021-11-07 17:42:15.880,,,1.263
33863,2021-11-07 17:42:15.920,,,1.295
33864,2021-11-07 17:42:15.960,,,1.328
33865,2021-11-07 17:42:16.000,,,1.35
33866,2021-11-07 17:42:16.040,,,1.383
33867,2021-11-07 17:42:16.080,,,1.417
33868,2021-11-07 17:42:16.120,,,1.451
33869,2021-11-07 17:42:16.160,,,1.444
33870,2021-11-07 17:42:16.200,,,1.44
33871,2021-11-07 17:42:16.240,,,1.438
33872,2021-11-07 17:42:16.280,,,1.44
33873,2021-11-07 17:42:16.320,,,1.442
33874,2021-11-07 17:42:16.360,,,1.446
33875,2021-11-07 17:42:16.400,,,1.451
33876,2021-11-07 17:42:16.440,,,1.456
33877,2021-11-07 17:42:16.480,,,1.483
33878,2021-11-07 17:42:16.520,,,1.512
33879,2021-11-07 17:42:16.560,,,1.54
33880,2021-11-07 17:42:16.600,,,1.568
33881,2021-11-07 17:42:16.640,,,1.597
33882,2021-11-07 17:42:16.680,,,1.622
33883,2021-11-07 17:42:16.720,,,1.609
33884,2021-11-07 17:42:16.760,,,1.596
33885,2021-11-07 17:42:16.800,,,1.581
33886,2021-11-07 17:42:16.840,,,1.564
33887,2021-11-07 17:42:16.880,,,1.547
33888,2021-11-07 17:42:16.920,,,1.532
33889,2021-11-07 17:42:16.960,,,1.517
33890,2021-11-07 17:42:17.000,,,1.505
33891,2021-11-07 17:42:17.040,,,1.494
33892,2021-11-07 17:42:17.080,,,1.484
33893,2021-11-07 17:42:17.120,,,1.475
33894,2021-11-07 17:42:17.160,,,1.467
33895,2021-11-07 17:42:17.200,,,1.46
33896,2021-11-07 17:42:17.240,,,1.453
33897,2021-11-07 17:42:17.280,,,1.448
33898,2021-11-07 17:42:17.320,,,1.444
33899,2021-11-07 17:42:17.360,,,1.441
33900,2021-11-07 17:42:17.400,,,1.437
33901,2021-11-07 17:42:17.440,,,1.427
33902,2021-11-07 17:42:17.480,,,1.418
33903,2021-11-07 17:42:17.520,,,1.404
33904,2021-11-07 17:42:17.560,,,1.391
33905,2021-11-07 17:42:17.600,,,1.377
33906,2021-11-07 17:42:17.640,,,1.361
33907,2021-11-07 17:42:17.680,,,1.343
33908,2021-11-07 17:42:17.720,,,1.325
33909,2021-11-07 17:42:17.760,,,1.307
33910,2021-11-07 17:42:17.800,,,1.264
33911,2021-11-07 17:42:17.840,,,1.221
33912,2021-11-07 17:42:17.880,,,1.178
33913,2021-11-07 17:42:17.920,,,1.136
33914,2021-11-07 17:42:17.960,,,1.091
33915,2021-11-07 17:42:18.000,,,1.047
33916,2021-11-07 17:42:18.040,,,0.968
33917,2021-11-07 17:42:18.080,,,0.984
33918,2021-11-07 17:42:18.120,,,1.0
33919,2021-11-07 17:42:18.160,,,1.016
33920,2021-11-07 17:42:18.200,,,1.031
33921,2021-11-07 17:42:18.240,,,1.046
33922,2021-11-07 17:42:18.280,,,1.062
33923,2021-11-07 17:42:18.320,,,1.077
33924,2021-11-07 17:42:18.360,,,1.092
33925,2021-11-07 17:42:18.400,,,1.122
33926,2021-11-07 17:42:18.440,,,1.146
33927,2021-11-07 17:42:18.480,,,1.169
33928,2021-11-07 17:42:18.520,,,1.192
33929,2021-11-07 17:42:18.560,,,1.218
33930,2021-11-07 17:42:18.600,,,1.244
33931,2021-11-07 17:42:18.640,,,1.27
33932,2021-11-07 17:42:18.680,,,1.296
33933,2021-11-07 17:42:18.720,,,1.323
33934,2021-11-07 17:42:18.760,,,1.352
33935,2021-11-07 17:42:18.800,,,1.374
33936,2021-11-07 17:42:18.840,,,1.392
33937,2021-11-07 17:42:18.880,,,1.409
33938,2021-11-07 17:42:18.960,,,1.439
33939,2021-11-07 17:42:19.000,,,1.454
33940,2021-11-07 17:42:19.040,,,1.468
33941,2021-11-07 17:42:19.080,,,1.486
33942,2021-11-07 17:42:19.120,,,1.502
33943,2021-11-07 17:42:19.160,,,1.478
33944,2021-11-07 17:42:19.200,,,1.455
33945,2021-11-07 17:42:19.240,,,1.415
33946,2021-11-07 17:42:19.280,,,1.375
33947,2021-11-07 17:42:19.320,,,1.337
33948,2021-11-07 17:42:19.360,,,1.303
33949,2021-11-07 17:42:19.400,,,1.267
33950,2021-11-07 17:42:19.440,,,1.237
33951,2021-11-07 17:42:19.480,,,1.239
33952,2021-11-07 17:42:19.520,,,1.243
33953,2021-11-07 17:42:19.560,,,1.249
33954,2021-11-07 17:42:19.600,,,1.275
33955,2021-11-07 17:42:19.640,,,1.289
33956,2021-11-07 17:42:19.680,,,1.303
33957,2021-11-07 17:42:19.720,,,1.34
33958,2021-11-07 17:42:19.760,,,1.378
33959,2021-11-07 17:42:19.800,,,1.429
33960,2021-11-07 17:42:19.840,,,1.482
33961,2021-11-07 17:42:19.880,,,1.535
33962,2021-11-07 17:42:19.920,,,1.556
33963,2021-11-07 17:42:19.960,,,1.529
33964,2021-11-07 17:42:20.000,,,1.502
33965,2021-11-07 17:42:20.040,,,1.475
33966,2021-11-07 17:42:20.080,,,1.403
33967,2021-11-07 17:42:20.120,,,1.427
33968,2021-11-07 17:42:20.160,,,1.45
33969,2021-11-07 17:42:20.200,,,1.474
33970,2021-11-07 17:42:20.240,,,1.503
33971,2021-11-07 17:42:20.280,,,1.531
33972,2021-11-07 17:42:20.320,,,1.559
33973,2021-11-07 17:42:20.360,,,1.587
33974,2021-11-07 17:42:20.400,,,1.604
33975,2021-11-07 17:42:20.440,,,1.62
33976,2021-11-07 17:42:20.480,,,1.635
33977,2021-11-07 17:42:20.520,,,1.651
33978,2021-11-07 17:42:20.560,,,1.665
33979,2021-11-07 17:42:20.600,,,1.67
33980,2021-11-07 17:42:20.640,,,1.674
33981,2021-11-07 17:42:20.680,,,1.677
33982,2021-11-07 17:42:20.720,,,1.681
33983,2021-11-07 17:42:20.760,,,1.688
33984,2021-11-07 17:42:20.800,,,1.702
33985,2021-11-07 17:42:20.840,,,1.715
33986,2021-11-07 17:42:20.880,,,1.732
33987,2021-11-07 17:42:20.920,,,1.748
33988,2021-11-07 17:42:20.960,,,1.761
33989,2021-11-07 17:42:21.000,,,1.772
33990,2021-11-07 17:42:21.040,,,1.784
33991,2021-11-07 17:42:21.080,,,1.796
33992,2021-11-07 17:42:21.120,,,1.808
33993,2021-11-07 17:42:21.160,,,1.827
33994,2021-11-07 17:42:21.200,,,1.846
33995,2021-11-07 17:42:21.240,,,1.864
33996,2021-11-07 17:42:21.280,,,1.885
33997,2021-11-07 17:42:21.320,,,1.916
33998,2021-11-07 17:42:21.360,,,1.948
33999,2021-11-07 17:42:21.400,,,1.929
34000,2021-11-07 17:42:21.440,,,1.914
34001,2021-11-07 17:42:21.480,,,1.885
34002,2021-11-07 17:42:21.520,,,1.86
34003,2021-11-07 17:42:21.560,,,1.832
34004,2021-11-07 17:42:21.600,,,1.81
34005,2021-11-07 17:42:21.640,,,1.783
34006,2021-11-07 17:42:21.680,,,1.772
34007,2021-11-07 17:42:21.720,,,1.763
34008,2021-11-07 17:42:21.760,,,1.753
34009,2021-11-07 17:42:21.800,,,1.759
34010,2021-11-07 17:42:21.840,,,1.766
34011,2021-11-07 17:42:21.880,,,1.771
34012,2021-11-07 17:42:21.920,,,1.761
34013,2021-11-07 17:42:21.960,,,1.748
34014,2021-11-07 17:42:22.000,,,1.735
34015,2021-11-07 17:42:22.040,,,1.7
34016,2021-11-07 17:42:22.080,,,1.666
34017,2021-11-07 17:42:22.120,,,1.64
34018,2021-11-07 17:42:22.160,,,1.674
34019,2021-11-07 17:42:22.200,,,1.71
34020,2021-11-07 17:42:22.240,,,1.77
34021,2021-11-07 17:42:22.280,,,1.835
34022,2021-11-07 17:42:22.320,,,1.879
34023,2021-11-07 17:42:22.360,,,1.91
34024,2021-11-07 17:42:22.400,,,1.941
34025,2021-11-07 17:42:22.440,,,1.955
34026,2021-11-07 17:42:22.480,,,1.946
34027,2021-11-07 17:42:22.520,,,1.931
34028,2021-11-07 17:42:22.560,,,1.919
34029,2021-11-07 17:42:22.600,,,1.863
34030,2021-11-07 17:42:22.640,,,1.808
34031,2021-11-07 17:42:22.680,,,1.732
34032,2021-11-07 17:42:22.720,,,1.711
34033,2021-11-07 17:42:22.760,,,1.703
34034,2021-11-07 17:42:22.800,,,1.691
34035,2021-11-07 17:42:22.840,,,1.677
34036,2021-11-07 17:42:22.880,,,1.664
34037,2021-11-07 17:42:22.920,,,1.65
34038,2021-11-07 17:42:22.960,,,1.635
34039,2021-11-07 17:42:23.000,,,1.667
34040,2021-11-07 17:42:23.040,,,1.699
34041,2021-11-07 17:42:23.080,,,1.732
34042,2021-11-07 17:42:23.120,,,1.768
34043,2021-11-07 17:42:23.160,,,1.804
34044,2021-11-07 17:42:23.200,,,1.839
34045,2021-11-07 17:42:23.240,,,1.875
34046,2021-11-07 17:42:23.280,,,1.912
34047,2021-11-07 17:42:23.320,,,1.982
34048,2021-11-07 17:42:23.360,,,1.992
34049,2021-11-07 17:42:23.400,,,2.001
34050,2021-11-07 17:42:23.440,,,2.009
34051,2021-11-07 17:42:23.480,,,2.014
34052,2021-11-07 17:42:23.520,,,2.018
34053,2021-11-07 17:42:23.560,,,2.021
34054,2021-11-07 17:42:23.600,,,2.023
34055,2021-11-07 17:42:23.640,,,2.024
34056,2021-11-07 17:42:23.680,,,2.026
34057,2021-11-07 17:42:23.720,,,2.035
34058,2021-11-07 17:42:23.760,,,2.039
34059,2021-11-07 17:42:23.800,,,2.038
34060,2021-11-07 17:42:23.840,,,2.011
34061,2021-11-07 17:42:23.880,,,1.983
34062,2021-11-07 17:42:23.920,,,1.954
34063,2021-11-07 17:42:23.960,,,1.925
34064,2021-11-07 17:42:24.000,,,1.884
34065,2021-11-07 17:42:24.040,,,1.843
34066,2021-11-07 17:42:24.080,,,1.804
34067,2021-11-07 17:42:24.120,,,1.765
34068,2021-11-07 17:42:24.160,,,1.725
34069,2021-11-07 17:42:24.200,,,1.691
34070,2021-11-07 17:42:24.240,,,1.662
34071,2021-11-07 17:42:24.280,,,1.634
34072,2021-11-07 17:42:24.320,,,1.605
34073,2021-11-07 17:42:24.360,,,1.577
34074,2021-11-07 17:42:24.400,,,1.55
34075,2021-11-07 17:42:24.440,,,1.523
34076,2021-11-07 17:42:24.480,,,1.499
34077,2021-11-07 17:42:24.520,,,1.476
34078,2021-11-07 17:42:24.560,,,1.454
34079,2021-11-07 17:42:24.600,,,1.432
34080,2021-11-07 17:42:24.640,,,1.413
34081,2021-11-07 17:42:24.680,,,1.394
34082,2021-11-07 17:42:24.690,,,
34083,2021-11-07 17:42:24.891,,,
34084,2021-11-07 17:42:25.123,,,
34085,2021-11-07 17:42:25.365,,,
34086,2021-11-07 17:42:25.607,,,
34087,2021-11-07 17:42:25.848,,,
34088,2021-11-07 17:42:26.090,,,
34089,2021-11-07 17:42:26.332,,,
34090,2021-11-07 17:42:26.563,,,
34091,2021-11-07 17:42:26.805,,,
34092,2021-11-07 17:42:27.047,,,
34093,2021-11-07 17:42:27.289,,,
34094,2021-11-07 17:42:27.530,,,
34095,2021-11-07 17:42:27.772,,,
34096,2021-11-07 17:42:28.004,,,
34097,2021-11-07 17:42:28.246,,,
34098,2021-11-07 17:42:28.487,,,
34099,2021-11-07 17:42:28.729,,,
34100,2021-11-07 17:42:28.971,,,
34101,2021-11-07 17:42:29.213,,,
34102,2021-11-07 17:42:29.444,,,
34103,2021-11-07 17:42:29.686,,,
34104,2021-11-07 17:42:29.928,,,
34105,2021-11-07 17:42:30.170,,,
34106,2021-11-07 17:42:30.411,,,
34107,2021-11-07 17:42:30.643,,,
34108,2021-11-07 17:42:30.895,,,
34109,2021-11-07 17:42:31.126,,,
34110,2021-11-07 17:42:31.368,,,
34111,2021-11-07 17:42:31.610,,,
34112,2021-11-07 17:42:31.852,,,
34113,2021-11-07 17:42:32.083,,,
34114,2021-11-07 17:42:32.325,,,
34115,2021-11-07 17:42:32.567,,,
34116,2021-11-07 17:42:32.809,,,
34117,2021-11-07 17:42:33.050,,,
34118,2021-11-07 17:42:33.292,,,
34119,2021-11-07 17:42:33.524,,,
34120,2021-11-07 17:42:33.766,,,
34121,2021-11-07 17:42:34.007,,,
34122,2021-11-07 17:42:34.249,,,
34123,2021-11-07 17:42:34.491,,,
34124,2021-11-07 17:42:34.733,,,
34125,2021-11-07 17:42:34.964,,,
34126,2021-11-07 17:42:35.206,,,
34127,2021-11-07 17:42:35.448,,,
34128,2021-11-07 17:42:35.689,,,
34129,2021-11-07 17:42:35.931,,,
34130,2021-11-07 17:42:36.163,,,
34131,2021-11-07 17:42:36.405,,,
34132,2021-11-07 17:42:36.646,,,
34133,2021-11-07 17:42:36.898,,,
34134,2021-11-07 17:42:37.130,,,
34135,2021-11-07 17:42:37.372,,,
34136,2021-11-07 17:42:37.603,,,
34137,2021-11-07 17:42:37.845,,,
34138,2021-11-07 17:42:38.087,,,
34139,2021-11-07 17:42:38.329,,,
34140,2021-11-07 17:42:38.640,,,8.862
34141,2021-11-07 17:42:38.680,,,8.136
34142,2021-11-07 17:42:38.720,,,6.945
34143,2021-11-07 17:42:38.760,,,6.01
34144,2021-11-07 17:42:38.800,,,4.675
34145,2021-11-07 17:42:38.840,,,3.432
34146,2021-11-07 17:42:38.880,,,2.51
34147,2021-11-07 17:42:38.920,,,1.97
34148,2021-11-07 17:42:38.960,,,2.151
34149,2021-11-07 17:42:39.000,,,2.314
34150,2021-11-07 17:42:39.040,,,2.465
34151,2021-11-07 17:42:39.080,,,2.415
34152,2021-11-07 17:42:39.120,,,2.085
34153,2021-11-07 17:42:39.160,,,1.796
34154,2021-11-07 17:42:39.200,,,1.449
34155,2021-11-07 17:42:39.240,,,1.302
34156,2021-11-07 17:42:39.280,,,1.122
34157,2021-11-07 17:42:39.320,,,1.008
34158,2021-11-07 17:42:39.360,,,0.957
34159,2021-11-07 17:42:39.400,,,0.969
34160,2021-11-07 17:42:39.440,,,0.982
34161,2021-11-07 17:42:39.480,,,0.995
34162,2021-11-07 17:42:39.520,,,1.012
34163,2021-11-07 17:42:39.560,,,1.022
34164,2021-11-07 17:42:39.600,,,1.039
34165,2021-11-07 17:42:39.640,,,1.064
34166,2021-11-07 17:42:39.680,,,1.096
34167,2021-11-07 17:42:39.720,,,1.144
34168,2021-11-07 17:42:39.760,,,1.19
34169,2021-11-07 17:42:39.800,,,1.258
34170,2021-11-07 17:42:39.840,,,1.181
34171,2021-11-07 17:42:39.880,,,1.111
34172,2021-11-07 17:42:39.920,,,1.02
34173,2021-11-07 17:42:39.960,,,1.035
34174,2021-11-07 17:42:40.000,,,1.061
34175,2021-11-07 17:42:40.040,,,1.096
34176,2021-11-07 17:42:40.080,,,1.141
34177,2021-11-07 17:42:40.120,,,1.229
34178,2021-11-07 17:42:40.160,,,1.295
34179,2021-11-07 17:42:40.200,,,1.367
34180,2021-11-07 17:42:40.240,,,1.483
34181,2021-11-07 17:42:40.280,,,1.565
34182,2021-11-07 17:42:40.320,,,1.361
34183,2021-11-07 17:42:40.360,,,1.181
34184,2021-11-07 17:42:40.400,,,0.942
34185,2021-11-07 17:42:40.440,,,0.932
34186,2021-11-07 17:42:40.480,,,0.925
34187,2021-11-07 17:42:40.520,,,0.916
34188,2021-11-07 17:42:40.560,,,0.938
34189,2021-11-07 17:42:40.600,,,0.948
34190,2021-11-07 17:42:40.640,,,1.006
34191,2021-11-07 17:42:40.680,,,1.016
34192,2021-11-07 17:42:40.720,,,1.031
34193,2021-11-07 17:42:40.760,,,1.055
34194,2021-11-07 17:42:40.800,,,1.08
34195,2021-11-07 17:42:40.840,,,1.11
34196,2021-11-07 17:42:40.880,,,1.143
34197,2021-11-07 17:42:40.920,,,1.197
34198,2021-11-07 17:42:40.960,,,1.216
34199,2021-11-07 17:42:41.000,,,1.248
34200,2021-11-07 17:42:41.040,,,1.305
34201,2021-11-07 17:42:41.080,,,1.315
34202,2021-11-07 17:42:41.120,,,1.312
34203,2021-11-07 17:42:41.240,,,1.296
34204,2021-11-07 17:42:41.280,,,1.296
34205,2021-11-07 17:42:41.320,,,1.31
34206,2021-11-07 17:42:41.360,,,1.318
34207,2021-11-07 17:42:41.400,,,1.328
34208,2021-11-07 17:42:41.440,,,1.345
34209,2021-11-07 17:42:41.480,,,1.32
34210,2021-11-07 17:42:41.520,,,1.296
34211,2021-11-07 17:42:41.560,,,1.256
34212,2021-11-07 17:42:41.600,,,1.224
34213,2021-11-07 17:42:41.640,,,1.172
34214,2021-11-07 17:42:41.680,,,1.151
34215,2021-11-07 17:42:41.720,,,1.154
34216,2021-11-07 17:42:41.760,,,1.158
34217,2021-11-07 17:42:41.800,,,1.162
34218,2021-11-07 17:42:41.840,,,1.171
34219,2021-11-07 17:42:41.880,,,1.185
34220,2021-11-07 17:42:41.920,,,1.176
34221,2021-11-07 17:42:41.960,,,1.162
34222,2021-11-07 17:42:42.000,,,1.153
34223,2021-11-07 17:42:42.040,,,1.151
34224,2021-11-07 17:42:42.080,,,1.158
34225,2021-11-07 17:42:42.120,,,1.163
34226,2021-11-07 17:42:42.160,,,1.171
34227,2021-11-07 17:42:42.200,,,1.18
