,stamp,lon,lat,speed
44503,2021-11-07 18:07:29.522,,,
44504,2021-11-07 18:07:29.763,,,
44505,2021-11-07 18:07:30.005,,,
44506,2021-11-07 18:07:30.237,,,
44507,2021-11-07 18:07:30.479,,,
44508,2021-11-07 18:07:30.720,,,
44509,2021-11-07 18:07:30.962,,,
44510,2021-11-07 18:07:31.204,,,
44511,2021-11-07 18:07:31.435,,,
44512,2021-11-07 18:07:31.677,,,
44513,2021-11-07 18:07:31.929,,,
44514,2021-11-07 18:07:32.161,,,
44515,2021-11-07 18:07:32.402,,,
44516,2021-11-07 18:07:32.644,,,
44517,2021-11-07 18:07:32.876,,,
44518,2021-11-07 18:07:33.118,,,
44519,2021-11-07 18:07:33.359,,,
44520,2021-11-07 18:07:33.601,,,
44521,2021-11-07 18:07:33.843,,,
44522,2021-11-07 18:07:34.085,,,
44523,2021-11-07 18:07:34.316,,,
44524,2021-11-07 18:07:34.558,,,
44525,2021-11-07 18:07:34.800,,,
44526,2021-11-07 18:07:35.041,,,
44527,2021-11-07 18:07:35.283,,,
44528,2021-11-07 18:07:35.515,,,
44529,2021-11-07 18:07:35.757,,,
44530,2021-11-07 18:07:35.998,,,
44531,2021-11-07 18:07:36.240,,,
44532,2021-11-07 18:07:36.482,,,
44533,2021-11-07 18:07:36.724,,,
44534,2021-11-07 18:07:36.955,,,
44535,2021-11-07 18:07:37.197,,,
44536,2021-11-07 18:07:37.439,,,
44537,2021-11-07 18:07:37.681,,,
44538,2021-11-07 18:07:37.922,,,
44539,2021-11-07 18:07:38.164,,,
44540,2021-11-07 18:07:38.396,,,
44541,2021-11-07 18:07:38.638,,,
44542,2021-11-07 18:07:38.879,,,
44543,2021-11-07 18:07:39.121,,,
44544,2021-11-07 18:07:39.363,,,
44545,2021-11-07 18:07:39.604,,,
44546,2021-11-07 18:07:39.836,,,
44547,2021-11-07 18:07:40.078,,,
44548,2021-11-07 18:07:40.320,,,
44549,2021-11-07 18:07:40.561,,,
44550,2021-11-07 18:07:40.803,,,
44551,2021-11-07 18:07:41.045,,,
44552,2021-11-07 18:07:41.277,,,
44553,2021-11-07 18:07:41.518,,,
44554,2021-11-07 18:07:41.760,,,
44555,2021-11-07 18:07:42.002,,,
44556,2021-11-07 18:07:42.244,,,
44557,2021-11-07 18:07:42.485,,,
44558,2021-11-07 18:07:42.717,,,
44559,2021-11-07 18:07:42.959,,,
44560,2021-11-07 18:07:43.240,,,11.108
44561,2021-11-07 18:07:43.280,,,11.099
44562,2021-11-07 18:07:43.320,,,11.171
44563,2021-11-07 18:07:43.360,,,11.489
44564,2021-11-07 18:07:43.400,,,11.772
44565,2021-11-07 18:07:43.644,,,
44566,2021-11-07 18:07:43.885,,,
44567,2021-11-07 18:07:44.117,,,
44568,2021-11-07 18:07:44.359,,,
44569,2021-11-07 18:07:44.601,,,
44570,2021-11-07 18:07:44.842,,,
44571,2021-11-07 18:07:45.084,,,
44572,2021-11-07 18:07:45.316,,,
44573,2021-11-07 18:07:45.558,,,
44574,2021-11-07 18:07:45.799,,,
44575,2021-11-07 18:07:46.041,,,
44576,2021-11-07 18:07:46.283,,,
44577,2021-11-07 18:07:46.525,,,
44578,2021-11-07 18:07:46.756,,,
44579,2021-11-07 18:07:46.998,,,
44580,2021-11-07 18:07:47.240,,,
44581,2021-11-07 18:07:47.481,,,
44582,2021-11-07 18:07:47.723,,,
44583,2021-11-07 18:07:47.965,,,
44584,2021-11-07 18:07:48.197,,,
44585,2021-11-07 18:07:48.438,,,
44586,2021-11-07 18:07:48.680,,,
44587,2021-11-07 18:07:48.932,,,
44588,2021-11-07 18:07:49.164,,,
44589,2021-11-07 18:07:49.405,,,
44590,2021-11-07 18:07:49.637,,,
44591,2021-11-07 18:07:49.879,,,
44592,2021-11-07 18:07:50.121,,,
44593,2021-11-07 18:07:50.362,,,
44594,2021-11-07 18:07:50.604,,,
44595,2021-11-07 18:07:50.846,,,
44596,2021-11-07 18:07:51.077,,,
44597,2021-11-07 18:07:51.319,,,
44598,2021-11-07 18:07:51.561,,,
44599,2021-11-07 18:07:51.803,,,
44600,2021-11-07 18:07:52.044,,,
44601,2021-11-07 18:07:52.286,,,
44602,2021-11-07 18:07:52.560,,,2.843
44603,2021-11-07 18:07:52.600,,,1.899
44604,2021-11-07 18:07:52.640,,,1.289
44605,2021-11-07 18:07:52.680,,,1.085
44606,2021-11-07 18:07:52.720,,,1.716
44607,2021-11-07 18:07:52.760,,,1.906
44608,2021-11-07 18:07:52.800,,,1.886
44609,2021-11-07 18:07:52.840,,,1.816
44610,2021-11-07 18:07:52.880,,,1.881
44611,2021-11-07 18:07:52.920,,,1.946
44612,2021-11-07 18:07:52.960,,,1.99
44613,2021-11-07 18:07:53.000,,,1.808
44614,2021-11-07 18:07:53.040,,,1.632
44615,2021-11-07 18:07:53.080,,,1.464
44616,2021-11-07 18:07:53.120,,,1.044
44617,2021-11-07 18:07:53.160,,,1.127
44618,2021-11-07 18:07:53.200,,,1.21
44619,2021-11-07 18:07:53.240,,,1.294
44620,2021-11-07 18:07:53.280,,,1.381
44621,2021-11-07 18:07:53.320,,,1.587
44622,2021-11-07 18:07:53.360,,,1.512
44623,2021-11-07 18:07:53.400,,,1.439
44624,2021-11-07 18:07:53.440,,,1.37
44625,2021-11-07 18:07:53.480,,,1.043
44626,2021-11-07 18:07:53.520,,,1.064
44627,2021-11-07 18:07:53.560,,,1.107
44628,2021-11-07 18:07:53.600,,,1.259
44629,2021-11-07 18:07:53.640,,,1.29
44630,2021-11-07 18:07:53.680,,,1.32
44631,2021-11-07 18:07:53.720,,,1.224
44632,2021-11-07 18:07:53.760,,,1.251
44633,2021-11-07 18:07:53.800,,,1.278
44634,2021-11-07 18:07:53.840,,,1.32
44635,2021-11-07 18:07:53.880,,,1.339
44636,2021-11-07 18:07:53.920,,,1.359
44637,2021-11-07 18:07:53.960,,,1.386
44638,2021-11-07 18:07:54.000,,,1.404
44639,2021-11-07 18:07:54.040,,,1.411
44640,2021-11-07 18:07:54.080,,,1.376
44641,2021-11-07 18:07:54.120,,,1.394
44642,2021-11-07 18:07:54.160,,,1.434
44643,2021-11-07 18:07:54.200,,,1.448
44644,2021-11-07 18:07:54.240,,,1.46
44645,2021-11-07 18:07:54.280,,,1.459
44646,2021-11-07 18:07:54.320,,,1.465
44647,2021-11-07 18:07:54.360,,,1.491
44648,2021-11-07 18:07:54.400,,,1.516
44649,2021-11-07 18:07:54.440,,,1.536
44650,2021-11-07 18:07:54.480,,,1.542
44651,2021-11-07 18:07:54.520,,,1.552
44652,2021-11-07 18:07:54.560,,,1.569
44653,2021-11-07 18:07:54.600,,,1.597
44654,2021-11-07 18:07:54.640,,,1.615
44655,2021-11-07 18:07:54.680,,,1.627
44656,2021-11-07 18:07:54.720,,,1.648
44657,2021-11-07 18:07:54.760,,,1.675
44658,2021-11-07 18:07:54.800,,,1.71
44659,2021-11-07 18:07:54.840,,,1.739
44660,2021-11-07 18:07:54.880,,,1.756
44661,2021-11-07 18:07:54.920,,,1.785
44662,2021-11-07 18:07:54.960,,,1.779
44663,2021-11-07 18:07:55.000,,,1.742
44664,2021-11-07 18:07:55.040,,,1.822
44665,2021-11-07 18:07:55.080,,,1.922
44666,2021-11-07 18:07:55.120,,,2.033
44667,2021-11-07 18:07:55.160,,,2.076
44668,2021-11-07 18:07:55.200,,,2.135
44669,2021-11-07 18:07:55.240,,,2.172
44670,2021-11-07 18:07:55.280,,,2.21
44671,2021-11-07 18:07:55.320,,,2.247
44672,2021-11-07 18:07:55.360,,,2.284
44673,2021-11-07 18:07:55.400,,,2.313
44674,2021-11-07 18:07:55.440,,,2.311
44675,2021-11-07 18:07:55.480,,,2.305
44676,2021-11-07 18:07:55.520,,,2.25
44677,2021-11-07 18:07:55.560,,,2.269
44678,2021-11-07 18:07:55.600,,,2.286
44679,2021-11-07 18:07:55.640,,,2.303
44680,2021-11-07 18:07:55.680,,,2.32
44681,2021-11-07 18:07:55.720,,,2.336
44682,2021-11-07 18:07:55.760,,,2.338
44683,2021-11-07 18:07:55.800,,,2.319
44684,2021-11-07 18:07:55.840,,,2.298
44685,2021-11-07 18:07:55.880,,,2.276
44686,2021-11-07 18:07:55.920,,,2.195
44687,2021-11-07 18:07:55.960,,,2.168
44688,2021-11-07 18:07:56.000,,,2.142
44689,2021-11-07 18:07:56.040,,,2.106
44690,2021-11-07 18:07:56.080,,,2.13
44691,2021-11-07 18:07:56.120,,,2.153
44692,2021-11-07 18:07:56.160,,,2.177
44693,2021-11-07 18:07:56.200,,,2.2
44694,2021-11-07 18:07:56.240,,,2.223
44695,2021-11-07 18:07:56.280,,,2.252
44696,2021-11-07 18:07:56.320,,,2.243
44697,2021-11-07 18:07:56.360,,,2.234
44698,2021-11-07 18:07:56.400,,,2.3
44699,2021-11-07 18:07:56.440,,,2.395
44700,2021-11-07 18:07:56.480,,,2.492
44701,2021-11-07 18:07:56.520,,,2.652
44702,2021-11-07 18:07:56.560,,,2.692
44703,2021-11-07 18:07:56.600,,,2.731
44704,2021-11-07 18:07:56.640,,,2.789
44705,2021-11-07 18:07:56.680,,,2.827
44706,2021-11-07 18:07:56.720,,,2.865
44707,2021-11-07 18:07:56.760,,,2.915
44708,2021-11-07 18:07:56.800,,,2.95
44709,2021-11-07 18:07:56.840,,,2.985
44710,2021-11-07 18:07:56.880,,,3.02
44711,2021-11-07 18:07:56.920,,,3.055
44712,2021-11-07 18:07:56.960,,,3.094
44713,2021-11-07 18:07:57.000,,,3.108
44714,2021-11-07 18:07:57.040,,,3.122
44715,2021-11-07 18:07:57.080,,,3.134
44716,2021-11-07 18:07:57.120,,,3.158
44717,2021-11-07 18:07:57.160,,,3.182
44718,2021-11-07 18:07:57.200,,,3.2
44719,2021-11-07 18:07:57.240,,,3.186
44720,2021-11-07 18:07:57.280,,,3.172
44721,2021-11-07 18:07:57.320,,,3.157
44722,2021-11-07 18:07:57.360,,,3.142
44723,2021-11-07 18:07:57.400,,,3.127
44724,2021-11-07 18:07:57.440,,,3.112
44725,2021-11-07 18:07:57.480,,,3.097
44726,2021-11-07 18:07:57.520,,,3.082
44727,2021-11-07 18:07:57.560,,,3.067
44728,2021-11-07 18:07:57.600,,,3.046
44729,2021-11-07 18:07:57.640,,,3.025
44730,2021-11-07 18:07:57.680,,,3.004
44731,2021-11-07 18:07:57.720,,,2.983
44732,2021-11-07 18:07:57.760,,,2.964
44733,2021-11-07 18:07:57.800,,,2.943
44734,2021-11-07 18:07:57.840,,,2.965
44735,2021-11-07 18:07:57.880,,,2.987
44736,2021-11-07 18:07:57.920,,,3.024
44737,2021-11-07 18:07:57.960,,,3.085
44738,2021-11-07 18:07:58.000,,,3.145
44739,2021-11-07 18:07:58.040,,,3.228
44740,2021-11-07 18:07:58.080,,,3.303
44741,2021-11-07 18:07:58.120,,,3.378
44742,2021-11-07 18:07:58.160,,,3.463
44743,2021-11-07 18:07:58.200,,,3.469
44744,2021-11-07 18:07:58.240,,,3.476
44745,2021-11-07 18:07:58.280,,,3.469
44746,2021-11-07 18:07:58.320,,,3.49
44747,2021-11-07 18:07:58.360,,,3.51
44748,2021-11-07 18:07:58.400,,,3.53
44749,2021-11-07 18:07:58.440,,,3.55
44750,2021-11-07 18:07:58.480,,,3.569
44751,2021-11-07 18:07:58.520,,,3.591
44752,2021-11-07 18:07:58.560,,,3.616
44753,2021-11-07 18:07:58.600,,,3.64
44754,2021-11-07 18:07:58.640,,,3.664
44755,2021-11-07 18:07:58.680,,,3.689
44756,2021-11-07 18:07:58.720,,,3.713
44757,2021-11-07 18:07:58.760,,,3.739
44758,2021-11-07 18:07:58.800,,,3.763
44759,2021-11-07 18:07:58.840,,,3.787
44760,2021-11-07 18:07:58.880,,,3.815
44761,2021-11-07 18:07:58.920,,,3.846
44762,2021-11-07 18:07:58.960,,,3.838
44763,2021-11-07 18:07:59.000,,,3.817
44764,2021-11-07 18:07:59.040,,,3.814
44765,2021-11-07 18:07:59.080,,,3.812
44766,2021-11-07 18:07:59.120,,,3.801
44767,2021-11-07 18:07:59.160,,,3.809
44768,2021-11-07 18:07:59.200,,,3.817
44769,2021-11-07 18:07:59.240,,,3.828
44770,2021-11-07 18:07:59.280,,,3.832
44771,2021-11-07 18:07:59.320,,,3.841
44772,2021-11-07 18:07:59.360,,,3.853
44773,2021-11-07 18:07:59.400,,,3.881
44774,2021-11-07 18:07:59.440,,,3.844
44775,2021-11-07 18:07:59.480,,,3.858
44776,2021-11-07 18:07:59.520,,,3.868
44777,2021-11-07 18:07:59.560,,,3.883
44778,2021-11-07 18:07:59.600,,,3.796
44779,2021-11-07 18:07:59.640,,,3.709
44780,2021-11-07 18:07:59.680,,,3.395
44781,2021-11-07 18:07:59.720,,,3.359
44782,2021-11-07 18:07:59.760,,,3.299
44783,2021-11-07 18:07:59.800,,,3.213
44784,2021-11-07 18:07:59.840,,,3.131
44785,2021-11-07 18:07:59.880,,,3.033
44786,2021-11-07 18:07:59.920,,,2.895
44787,2021-11-07 18:07:59.960,,,2.796
44788,2021-11-07 18:08:00.000,,,2.698
44789,2021-11-07 18:08:00.040,,,2.602
44790,2021-11-07 18:08:00.080,,,2.507
44791,2021-11-07 18:08:00.120,,,2.491
44792,2021-11-07 18:08:00.160,,,2.456
44793,2021-11-07 18:08:00.200,,,2.434
44794,2021-11-07 18:08:00.240,,,2.428
44795,2021-11-07 18:08:00.280,,,2.423
44796,2021-11-07 18:08:00.320,,,2.418
44797,2021-11-07 18:08:00.360,,,2.413
44798,2021-11-07 18:08:00.400,,,2.409
44799,2021-11-07 18:08:00.440,,,2.408
44800,2021-11-07 18:08:00.480,,,2.353
44801,2021-11-07 18:08:00.520,,,2.285
44802,2021-11-07 18:08:00.560,,,2.244
44803,2021-11-07 18:08:00.600,,,2.2
44804,2021-11-07 18:08:00.640,,,2.198
44805,2021-11-07 18:08:00.680,,,2.194
44806,2021-11-07 18:08:00.720,,,2.185
44807,2021-11-07 18:08:00.760,,,2.181
44808,2021-11-07 18:08:00.800,,,2.174
44809,2021-11-07 18:08:00.840,,,2.175
44810,2021-11-07 18:08:00.880,,,2.159
44811,2021-11-07 18:08:00.920,,,2.187
44812,2021-11-07 18:08:00.960,,,2.215
44813,2021-11-07 18:08:01.000,,,2.243
44814,2021-11-07 18:08:01.040,,,2.27
44815,2021-11-07 18:08:01.080,,,2.296
44816,2021-11-07 18:08:01.120,,,2.327
44817,2021-11-07 18:08:01.160,,,2.332
44818,2021-11-07 18:08:01.200,,,2.343
44819,2021-11-07 18:08:01.240,,,2.353
44820,2021-11-07 18:08:01.280,,,2.372
44821,2021-11-07 18:08:01.320,,,2.445
44822,2021-11-07 18:08:01.360,,,2.451
44823,2021-11-07 18:08:01.400,,,2.45
44824,2021-11-07 18:08:01.440,,,2.423
44825,2021-11-07 18:08:01.480,,,2.396
44826,2021-11-07 18:08:01.520,,,2.368
44827,2021-11-07 18:08:01.560,,,2.378
44828,2021-11-07 18:08:01.600,,,2.387
44829,2021-11-07 18:08:01.640,,,2.399
44830,2021-11-07 18:08:01.680,,,2.373
44831,2021-11-07 18:08:01.720,,,2.348
44832,2021-11-07 18:08:01.760,,,2.331
44833,2021-11-07 18:08:01.800,,,2.314
44834,2021-11-07 18:08:01.840,,,2.297
44835,2021-11-07 18:08:01.880,,,2.248
44836,2021-11-07 18:08:01.920,,,2.253
44837,2021-11-07 18:08:01.960,,,2.309
44838,2021-11-07 18:08:02.000,,,2.363
44839,2021-11-07 18:08:02.040,,,2.434
44840,2021-11-07 18:08:02.080,,,2.45
44841,2021-11-07 18:08:02.120,,,2.466
44842,2021-11-07 18:08:02.160,,,2.489
44843,2021-11-07 18:08:02.200,,,2.53
44844,2021-11-07 18:08:02.240,,,2.57
44845,2021-11-07 18:08:02.280,,,2.622
44846,2021-11-07 18:08:02.320,,,2.628
44847,2021-11-07 18:08:02.360,,,2.648
44848,2021-11-07 18:08:02.400,,,2.627
44849,2021-11-07 18:08:02.440,,,2.627
44850,2021-11-07 18:08:02.480,,,2.629
44851,2021-11-07 18:08:02.520,,,2.609
44852,2021-11-07 18:08:02.560,,,2.589
44853,2021-11-07 18:08:02.600,,,2.57
44854,2021-11-07 18:08:02.640,,,2.543
44855,2021-11-07 18:08:02.680,,,2.511
44856,2021-11-07 18:08:02.720,,,2.479
44857,2021-11-07 18:08:02.760,,,2.448
44858,2021-11-07 18:08:02.800,,,2.417
44859,2021-11-07 18:08:02.840,,,2.377
44860,2021-11-07 18:08:02.880,,,2.344
44861,2021-11-07 18:08:02.920,,,2.311
44862,2021-11-07 18:08:02.960,,,2.274
44863,2021-11-07 18:08:03.000,,,2.298
44864,2021-11-07 18:08:03.040,,,2.321
44865,2021-11-07 18:08:03.080,,,2.368
44866,2021-11-07 18:08:03.120,,,2.408
44867,2021-11-07 18:08:03.160,,,2.389
44868,2021-11-07 18:08:03.200,,,2.381
44869,2021-11-07 18:08:03.240,,,2.366
44870,2021-11-07 18:08:03.280,,,2.338
44871,2021-11-07 18:08:03.320,,,2.307
44872,2021-11-07 18:08:03.360,,,2.269
44873,2021-11-07 18:08:03.400,,,2.239
44874,2021-11-07 18:08:03.440,,,2.208
44875,2021-11-07 18:08:03.480,,,2.221
44876,2021-11-07 18:08:03.520,,,2.239
44877,2021-11-07 18:08:03.560,,,2.256
44878,2021-11-07 18:08:03.600,,,2.279
44879,2021-11-07 18:08:03.640,,,2.301
44880,2021-11-07 18:08:03.680,,,2.329
44881,2021-11-07 18:08:03.720,,,2.348
44882,2021-11-07 18:08:03.760,,,2.367
44883,2021-11-07 18:08:03.800,,,2.39
44884,2021-11-07 18:08:03.840,,,2.426
44885,2021-11-07 18:08:03.880,,,2.44
44886,2021-11-07 18:08:03.920,,,2.456
44887,2021-11-07 18:08:03.960,,,2.47
44888,2021-11-07 18:08:04.000,,,2.482
44889,2021-11-07 18:08:04.040,,,2.493
44890,2021-11-07 18:08:04.080,,,2.51
44891,2021-11-07 18:08:04.120,,,2.543
44892,2021-11-07 18:08:04.160,,,2.577
44893,2021-11-07 18:08:04.200,,,2.611
44894,2021-11-07 18:08:04.240,,,2.645
44895,2021-11-07 18:08:04.280,,,2.677
44896,2021-11-07 18:08:04.320,,,2.657
44897,2021-11-07 18:08:04.360,,,2.638
44898,2021-11-07 18:08:04.400,,,2.612
44899,2021-11-07 18:08:04.440,,,2.568
44900,2021-11-07 18:08:04.480,,,2.511
44901,2021-11-07 18:08:04.520,,,2.455
44902,2021-11-07 18:08:04.560,,,2.329
44903,2021-11-07 18:08:04.600,,,2.342
44904,2021-11-07 18:08:04.640,,,2.354
44905,2021-11-07 18:08:04.680,,,2.392
44906,2021-11-07 18:08:04.720,,,2.428
44907,2021-11-07 18:08:04.760,,,2.463
44908,2021-11-07 18:08:04.800,,,2.512
44909,2021-11-07 18:08:04.840,,,2.48
44910,2021-11-07 18:08:04.880,,,2.447
44911,2021-11-07 18:08:04.920,,,2.411
44912,2021-11-07 18:08:04.960,,,2.377
44913,2021-11-07 18:08:05.000,,,2.311
44914,2021-11-07 18:08:05.040,,,2.301
44915,2021-11-07 18:08:05.080,,,2.295
44916,2021-11-07 18:08:05.120,,,2.289
44917,2021-11-07 18:08:05.160,,,2.284
44918,2021-11-07 18:08:05.200,,,2.28
44919,2021-11-07 18:08:05.240,,,2.271
44920,2021-11-07 18:08:05.280,,,2.267
44921,2021-11-07 18:08:05.320,,,2.319
44922,2021-11-07 18:08:05.360,,,2.381
44923,2021-11-07 18:08:05.400,,,2.42
44924,2021-11-07 18:08:05.440,,,2.458
44925,2021-11-07 18:08:05.480,,,2.492
44926,2021-11-07 18:08:05.520,,,2.476
44927,2021-11-07 18:08:05.560,,,2.459
44928,2021-11-07 18:08:05.600,,,2.443
44929,2021-11-07 18:08:05.640,,,2.424
44930,2021-11-07 18:08:05.680,,,2.401
44931,2021-11-07 18:08:05.720,,,2.374
44932,2021-11-07 18:08:05.760,,,2.368
44933,2021-11-07 18:08:05.800,,,2.391
44934,2021-11-07 18:08:05.840,,,2.413
44935,2021-11-07 18:08:05.880,,,2.451
44936,2021-11-07 18:08:05.920,,,2.467
44937,2021-11-07 18:08:05.960,,,2.484
44938,2021-11-07 18:08:06.000,,,2.514
44939,2021-11-07 18:08:06.040,,,2.541
44940,2021-11-07 18:08:06.080,,,2.566
44941,2021-11-07 18:08:06.120,,,2.574
44942,2021-11-07 18:08:06.160,,,2.573
44943,2021-11-07 18:08:06.200,,,2.581
44944,2021-11-07 18:08:06.240,,,2.589
44945,2021-11-07 18:08:06.280,,,2.59
44946,2021-11-07 18:08:06.320,,,2.611
44947,2021-11-07 18:08:06.360,,,2.642
44948,2021-11-07 18:08:06.400,,,2.665
44949,2021-11-07 18:08:06.440,,,2.683
44950,2021-11-07 18:08:06.480,,,2.707
44951,2021-11-07 18:08:06.520,,,2.702
44952,2021-11-07 18:08:06.560,,,2.693
44953,2021-11-07 18:08:06.600,,,2.693
44954,2021-11-07 18:08:06.640,,,2.679
44955,2021-11-07 18:08:06.680,,,2.678
44956,2021-11-07 18:08:06.720,,,2.676
44957,2021-11-07 18:08:06.760,,,2.657
44958,2021-11-07 18:08:06.800,,,2.64
44959,2021-11-07 18:08:06.840,,,2.621
44960,2021-11-07 18:08:06.880,,,2.588
44961,2021-11-07 18:08:06.920,,,2.555
44962,2021-11-07 18:08:06.960,,,2.49
44963,2021-11-07 18:08:07.000,,,2.428
44964,2021-11-07 18:08:07.040,,,2.368
44965,2021-11-07 18:08:07.080,,,2.309
44966,2021-11-07 18:08:07.120,,,2.229
44967,2021-11-07 18:08:07.160,,,2.193
44968,2021-11-07 18:08:07.200,,,2.16
44969,2021-11-07 18:08:07.240,,,2.119
44970,2021-11-07 18:08:07.280,,,2.111
44971,2021-11-07 18:08:07.320,,,2.111
44972,2021-11-07 18:08:07.360,,,2.144
44973,2021-11-07 18:08:07.400,,,2.195
44974,2021-11-07 18:08:07.440,,,2.239
44975,2021-11-07 18:08:07.480,,,2.282
44976,2021-11-07 18:08:07.520,,,2.29
44977,2021-11-07 18:08:07.560,,,2.298
44978,2021-11-07 18:08:07.600,,,2.306
44979,2021-11-07 18:08:07.640,,,2.314
44980,2021-11-07 18:08:07.680,,,2.326
44981,2021-11-07 18:08:07.720,,,2.349
44982,2021-11-07 18:08:07.760,,,2.355
44983,2021-11-07 18:08:07.800,,,2.343
44984,2021-11-07 18:08:07.840,,,2.295
44985,2021-11-07 18:08:07.880,,,2.248
44986,2021-11-07 18:08:07.920,,,2.153
44987,2021-11-07 18:08:07.960,,,2.098
44988,2021-11-07 18:08:08.000,,,2.044
44989,2021-11-07 18:08:08.040,,,1.948
44990,2021-11-07 18:08:08.080,,,1.931
44991,2021-11-07 18:08:08.120,,,1.915
44992,2021-11-07 18:08:08.160,,,1.892
44993,2021-11-07 18:08:08.200,,,1.901
44994,2021-11-07 18:08:08.240,,,1.867
44995,2021-11-07 18:08:08.280,,,1.825
44996,2021-11-07 18:08:08.320,,,1.769
44997,2021-11-07 18:08:08.360,,,1.75
44998,2021-11-07 18:08:08.400,,,1.733
44999,2021-11-07 18:08:08.440,,,1.722
45000,2021-11-07 18:08:08.480,,,1.713
45001,2021-11-07 18:08:08.520,,,1.703
45002,2021-11-07 18:08:08.560,,,1.695
45003,2021-11-07 18:08:08.600,,,1.688
45004,2021-11-07 18:08:08.640,,,1.683
45005,2021-11-07 18:08:08.680,,,1.668
45006,2021-11-07 18:08:08.720,,,1.641
45007,2021-11-07 18:08:08.760,,,1.609
45008,2021-11-07 18:08:08.800,,,1.568
45009,2021-11-07 18:08:08.840,,,1.529
45010,2021-11-07 18:08:08.880,,,1.493
45011,2021-11-07 18:08:08.920,,,1.47
45012,2021-11-07 18:08:08.960,,,1.449
45013,2021-11-07 18:08:09.000,,,1.426
45014,2021-11-07 18:08:09.040,,,1.403
45015,2021-11-07 18:08:09.080,,,1.381
45016,2021-11-07 18:08:09.120,,,1.363
45017,2021-11-07 18:08:09.160,,,1.367
45018,2021-11-07 18:08:09.200,,,1.368
45019,2021-11-07 18:08:09.240,,,1.368
45020,2021-11-07 18:08:09.280,,,1.369
45021,2021-11-07 18:08:09.320,,,1.369
45022,2021-11-07 18:08:09.360,,,1.37
45023,2021-11-07 18:08:09.400,,,1.381
45024,2021-11-07 18:08:09.440,,,1.357
45025,2021-11-07 18:08:09.480,,,1.333
45026,2021-11-07 18:08:09.520,,,1.309
45027,2021-11-07 18:08:09.560,,,1.304
45028,2021-11-07 18:08:09.600,,,1.274
45029,2021-11-07 18:08:09.640,,,1.266
45030,2021-11-07 18:08:09.680,,,1.267
45031,2021-11-07 18:08:09.720,,,1.265
45032,2021-11-07 18:08:09.760,,,1.281
45033,2021-11-07 18:08:09.800,,,1.296
45034,2021-11-07 18:08:09.840,,,1.319
45035,2021-11-07 18:08:09.880,,,1.317
45036,2021-11-07 18:08:09.920,,,1.316
45037,2021-11-07 18:08:09.960,,,1.312
45038,2021-11-07 18:08:10.000,,,1.307
45039,2021-11-07 18:08:10.040,,,1.281
45040,2021-11-07 18:08:10.080,,,1.264
45041,2021-11-07 18:08:10.120,,,1.274
45042,2021-11-07 18:08:10.160,,,1.285
45043,2021-11-07 18:08:10.200,,,1.314
45044,2021-11-07 18:08:10.240,,,1.311
45045,2021-11-07 18:08:10.280,,,1.309
45046,2021-11-07 18:08:10.320,,,1.321
45047,2021-11-07 18:08:10.360,,,1.324
45048,2021-11-07 18:08:10.400,,,1.362
45049,2021-11-07 18:08:10.440,,,1.395
45050,2021-11-07 18:08:10.480,,,1.423
45051,2021-11-07 18:08:10.520,,,1.458
45052,2021-11-07 18:08:10.560,,,1.5
45053,2021-11-07 18:08:10.600,,,1.507
45054,2021-11-07 18:08:10.640,,,1.514
45055,2021-11-07 18:08:10.680,,,1.492
45056,2021-11-07 18:08:10.720,,,1.473
45057,2021-11-07 18:08:10.760,,,1.454
45058,2021-11-07 18:08:10.800,,,1.402
45059,2021-11-07 18:08:10.840,,,1.375
45060,2021-11-07 18:08:10.880,,,1.371
45061,2021-11-07 18:08:10.920,,,1.354
45062,2021-11-07 18:08:10.960,,,1.339
45063,2021-11-07 18:08:11.000,,,1.329
45064,2021-11-07 18:08:11.040,,,1.288
45065,2021-11-07 18:08:11.080,,,1.273
45066,2021-11-07 18:08:11.120,,,1.275
45067,2021-11-07 18:08:11.160,,,1.28
45068,2021-11-07 18:08:11.200,,,1.285
45069,2021-11-07 18:08:11.240,,,1.291
45070,2021-11-07 18:08:11.280,,,1.299
45071,2021-11-07 18:08:11.320,,,1.277
45072,2021-11-07 18:08:11.360,,,1.254
45073,2021-11-07 18:08:11.400,,,1.268
45074,2021-11-07 18:08:11.440,,,1.301
45075,2021-11-07 18:08:11.480,,,1.321
45076,2021-11-07 18:08:11.520,,,1.349
45077,2021-11-07 18:08:11.560,,,1.377
45078,2021-11-07 18:08:11.600,,,1.407
45079,2021-11-07 18:08:11.640,,,1.461
45080,2021-11-07 18:08:11.680,,,1.529
45081,2021-11-07 18:08:11.720,,,1.581
45082,2021-11-07 18:08:11.760,,,1.642
45083,2021-11-07 18:08:11.800,,,1.653
45084,2021-11-07 18:08:11.840,,,1.644
45085,2021-11-07 18:08:11.880,,,1.637
45086,2021-11-07 18:08:11.920,,,1.781
45087,2021-11-07 18:08:11.960,,,1.791
45088,2021-11-07 18:08:12.000,,,1.836
45089,2021-11-07 18:08:12.040,,,1.896
45090,2021-11-07 18:08:12.080,,,1.898
45091,2021-11-07 18:08:12.120,,,1.907
45092,2021-11-07 18:08:12.160,,,1.922
45093,2021-11-07 18:08:12.200,,,1.905
45094,2021-11-07 18:08:12.240,,,1.894
45095,2021-11-07 18:08:12.280,,,1.873
45096,2021-11-07 18:08:12.320,,,1.829
